english,farsi
dumbfound,هاج وواج
dumbfound,بلاجواب گذاشتن
dumbness,لالي
dumbstruck,مات و مبهوت
dumfound,بلاجواب گذاشتن
dump truck,کمپرسي
dumpster,زباله داني
dumpy,گردن کلفت
dun,سمند
dun-colored horse,اسب کهر
dunderhead,کله خر
dune,ريگ روان
dune,تل شني
dune,ريگ روان
dung,پشگل
dung,سرگين
dung,پشکل
dung,تپاله
dung,چلغوز
dung,پهن
dungeon,سياه چال
dungeon,سياهچال
dunghill,توده فضولات
dunghill,مزبله
dunghills,مزابل
dunking,غوطه
duodenal,دوازدهه
duodenary,دوازدهي
duodenum,روده اثني عشر
duologue,صحبت دونفري
dupe,ساده لوح
duple,دوبل
duplex,دورشتهاي
duplicate,نسختين
duplicate,المثني
duplicate copy,نثخه المثني
duplicity,ريا
dura matter,سخت شامه
durability,ماندگاري
durability,دوام
durable,شلاق خور
durable,پردوام
durable,باودام
durable,لگد خور
durable goods,کالاهاي ديرپاي
duration,استمرار
duration,ادامه
duration,مدت
duration,مادام
Duri,دوري
during,در حين
during,طي
during,زماني
during,ظرف
during,به هنگام
during,در طي
during,در طول
during,در مدت
during,در جريان
during,ضمن
during,در خلال
during,درظرف
during,هنگام
during,در زمان
during,در
during the day time,روز هنگام
dusk,غروب
dusk,هنگام غروب
dusky,غروبي
dust,خاک
dust,گرد
dust,گرد و خاک
dust,غبار
dust,خاکه
dust,گردوخاک گرفتن
dust,گردگيري کردن
dust,تربت
dust off,خاک گرفتن
dustcleanse,نظيف کردن
duster,گردگير
duster,وسيله گردگيري
dusting,گردگيري
dustman,مامور تنظيف
dustpan,خاک انداز
dusty,گرد و خاکي
dusty,غباري
dusty,خاکي
dusty,غبارآلود
dusty,گرد آلود
dusty,خاک آلود
Dutch,هلندي
dutch,زبان هلندي
Dutch,هلندي
duteous,وظيفه شناس
duties,تکاليف
duties,وظايف
dutiful,وظيفه شناس
dutiful,وظيفه شناس
dutifulness,وظيفه شناسي
duty,فرض
duty,وظيفه
duty,وظايفه
duty,خدمت
duty-free,معاف از گمرک
duumvir,شريک رتبه
dwarf,کوتاه جلوه دادن
dwarf,کوتوله
dwarf,کوتوله
dwarf rosebay,معين التجاري
dwarfism,کوتولگي
dwell,اقامت گزيدن
dweller,مکين
dweller of a convent,ديار
dwelling,نشيمنگاه
dwelling,مسکن
dwelling,نشيمن
dwelling,مکان
dwelling,اقامت
dwelling in paradise,جنت مکان
dwindle,به تدريجا کاهش يافتن
dyad,اثنوي
dye,رنگ
dye,خضاب کردن
dye,خضاب
dye with henna,حنا بستن
dyeable,رنگ پذير
dyed with henna,حنايي
dyeing,رنگرزي
dyer,رنگرز
dyer,رنگرز
dyer,صباغ
dyer,صباغ
dying,در حال مرگ
dying,مردهاي
dying,محتضر
dying,مشرف به موت
dying,درحال نزع
dying,ردي
dying,مردني
dying in youth,جوان مرگ
dyke,بند آب
dynamicizer,مکانيک حرکت
dynamite,ديناميت
dynamite,ديناميت زدن
dynamo,دينامو
dynamo,دينام
dynast,سردودمان
dynastic,دودماني
dynastic,سلسلهاي
dynasty,دودمان
dynasty,خاندان
dynasty,سرسلسله
dynasty,سلسله
dysentery,ديسانتري
dysfunction,معلولي
dysfunction,عدم کار
dyspeptic,بدگوار
dystrophy,سوءتغذيه
anyone,هر کس
anything,هر چيزي
e-mail,پست الکترونيک
each,هريک از
each,هريک
each,هر کدام
each,هرکدام
each,هر کدام
each,هريک
each,هر
each,هرکدام
each one,هرکدم
each one,هرکدم
each one,هرکدم
each other,همديگر
each other,با هم
each other,يکديگر
each other,هم
each other,همديگر
each time,دفعه به دفعه
eager,مشتاق
eager,ذيعلاقه
eager,آرزومند
eager,هوسناک
eagerly,آرزومندانه
eagerly,مشتاقانه
eagerly,آرزومندانه
eagerness,شوق
eagerness,اشتياق
eagerness,شور و ذوق
eagle,عقاب
eagle,دال
eagle,شاهين قره قوش
eagle,نسر
ear,سمع
ear,گوش
ear cavity,بناگوش
ear of corn,سنبله
ear-eating,گوش خوار
earache,گوش درد
earache,گوش درد
earache,گوش درد
eared,سنبلهدار
eared,خوشهکرده
earlier than,زودتر از
earliness,زودي
earlobe,لاله گوش
earlobe,نرمه گوش
early,سحري
early,زودي
early,عتيق
early,زود
early bird,سحرخيز
early coming,زودرس
early evening,دم شب
early fruits,نوبر
early morning,صبحدم
early ripening,زودرس
early rising,زودخيز
early rising,زودخيزي
early springtime,نو بهار
early warning,پيش آژير
earn,درآمد درآوردن
earn,امرار کردن
earn,دخل داشتن
earn,کسب معاش کردن
earn,کاسبي کردن
earn,درآمد داشتن
earn,دخل کردن
earned,عايده
earning,دخل
earning,مداخل
earning,امرار
earning,عايد
earning,عايد
earning a living,ارتزاق
earnings,عايدات
earnings,عايدي
earnings,مداخل
earphone,گوشي
earphone,بلندگوي گوشي
earphone,گوشي تلفن
earphoned,گوشي دار
earpick,گوش پاک کن
earring,گوشواره
earshot,صدارس
earshot,گوش رس
earsplitting,گوشخراش
earth,سطح زمين
earth,خاک
earth,کره زمين
earth,زمين
earth,کره ارض
earth,کره خاک
earth,ثرا
earth,سکنه زمين
earth born,خاکزاد
earth's rotation,حرکت وزعي زمين
earth-born,خاکزاد
earth-born,خاک نهاد
earth-filling,خاکريزي
earthen,سفالي
earthenware,ظروف گلي
earthenware,سفالين
earthenware,گل سفالي
earthly,زميني
earthly paradise,ارم
earthquake,زمين لرزه
earthquake,زلزله
earthquake prone,زلزله خيز
earthquake victim,زلزله زده
earthward,بطرف زمين
earthward,بطرف زمين
earthwork,خاکريز
earthworm,خراتين
earthy,خاکي
earthyworld,عالمفاني
earwax,جرم گوش
earwax,چرک گوش
earwax,ژفک
earwax,چرک گوش
earwig,گوش خيزک
ease,سهولت
ease,آسودگي
ease,آساني
easement,ارتفاق
easily,بي دردسر
easily,راحت
easily,باساني
easily,براحتي
easily cooked,پزا
easily cooked,زودپذ
easily digestible,سهل الهظم
easily found,زودياب
easily obtainable,سهل الحسول
easily offended,زودرنج
easily stampeded,رموک
easily understood,سهل الادراک
easiness,راحتي
East,مشرق زمين
east,شرق
east,مشرق
East Cape,کيپ شرقي
East Cornin,ايست کورنين
East Timor,تي مور شرقي
East Timor,تيمور شرقي
easterly,مانند بادخاوري
easterly,بسوي شرق
easterly,شرقاً
eastermost,شرقي ترين نقطه
eastern,خاوري
eastern,بطرف شرق
eastern,شرقي
eastern,مشرقي
Eastern Europe,اروپاي شرقي
eastern zone,مشارق
easternmost,شرقي ترين نقطه
eastward,روب خاور
easy,روان
easy,سهل
easy,کاري ندئرد
easy,بي زحمت
easy,آسان
easy,بدون درد سر
easy,بي درد سر
easy chair,صندلي راحتي
easy listening,آهنگ ملايم
easy money,سودبادآورده
easy paced,راهوار
easy to collect,سهل الوصول
easy to pass,سهل العبور
easy yet difficult to imitate,سهل و ممتنع
easy-going,بهل بشو
easy-paced,راهوار
easygoing,بي قيد
eat,غذا خوردن
eat,خوردن
eat,تناول کردن
eat breakfast,ناشتائي شکستن
eat for the fist time,نوبر کردن
eat lunch,نهار خوردن
eatable,ماکول
eaten,خورده
eater,آکل
eater,خوار
eater,خورنده
eating,اکل
eating,خورد و خوراک
eating,تغذيه
eating,تناول
eating a lot,پر خوري
eating manners,غذاخوري
eavesdrop,استراق سمع کردن
eavesdropping,استراق سمع
Ebad,عباد
ebb,جزر
ebb and flow,جزر و مد
ebb and flow,جزر ومد
Ebi,ابي
ebony,آبنوس
ebony,آبنوس
ebony,درخت آبنوس
ebony wood,جغ
Ebrahim,ابراهيم
Ecbatana,اکباتان
ecchimosis,خون مردگي
ecesis,محيط تازه
ecesis,نشاء
echellon,ستون پله
echelon,پلکاني
echinus,بلوط دريايي
echo,طنين
echo,پژواک
echo,طنين انداختن
echo check,بکمک طنين
echo sounder,ژرفاياب صوتي
echoic,پژواکي
echoic,انعکاسي
echoing,طنين انداز
eclat,سروصدا زياد
eclipse,خورشيدگرفتگي
eclipse,گرفتگي
eclipse,خسوف کردن
eclipse,کسوف
eclipse,گرفت
eclipse,ماه گرفتگي
eclipsed,منخسف
ecliptic,دايره البروج
eclogue,شعر دشتي
eclogue,شعر کوتاه
ecology,دانش محيط زيست
ecology,بوم شناسي
ecomonist,مقتصد
ecomonist,مقتصد
economic,اقتصادي
economic boom,شکوفائي اقتصادي
economic boycott,سرکوب اقتصادي
economic crisis,بحران اقتصادي
economic growth,رشد اقتصادي
economical,مقتصد
economical,با صرفه
economical,مقتصد
economics,اقتصاد
economics,علم اقتصاد
economics,اقتصاديات
economist,متخصص اقتصاد
economize,امساک کردن
economize,صرفه جويي کردن
economize,رعايت اقتصاد کردن
economy,اقتصاد
economy,صرفه جويي
ecstasy,بيخودي
ecstasy,وجد
ecstasy,خلسه
ecstasy,حالت
ecstatic,بي خود
ecstatic,بوجد آمده
ecstatic,جذبهاي
ectoparasite,برانگل
ectoparasite,انگل برونزي
ectoplasm,برون مايه
eczema,اگزما
eczema,اکزما
edacity,شکم پرستي
Eden,عدن
eden,باغ عدن
edge,حاشيه
edge,لب
edge,لبه
edgeless,بي لبه
edging,لبه گذاري
edging,لبه دوزي
edible,ماکول
edible,خوردني
edible,خوراکي
edible,قابل خوردن
edible vaccine,واکسن خوراکي
edification,تهذيب
edification,تهذيب اخلاق
edifice,عمارت
edify,اخلاق آموختن
edifying,تهذيبي
edit,ويراستن
edited,ويراسته
editing,ويرايش
editor,ويراستار
editor,ويرايشگر
editor in chief,سردبير
editorial,سرمقاله
editorial board,هيئت تحريريه
educable,تربيت پذير
educable,تعليم بردار
educate,تعليم دادن
educate,آموزش دادن
educate,فرهيختن
educate,مودب کردن
educated,درس خوانده
educated,با معرفت
educated,تربيت شده
educated,بافرهنگ
educated,بافزل
educated,باسواد
educated,اهل معرفت
educated,فرهيخته
educated,صاحب کمال
educated,دانا
educated,مهذب
educated people,اصحاب دانش
educated people,ارباب افضل
educated people,ارباب معرفت
education,تربيت
education,تحصيل
education,معارف
education,تعليم و تربيت
education,آموزش و پرورش
education,تحصيلات
education,آموزشي
education fostering,معارف پرور
educational,تحصيلي
educational,معارفي
educational,تربيتي
educational,تعليمي
educative,فرهنگ بخش
educator,مودب
educator,فرهيختار
eerie,وهم آور
eerily,بطور ترسناک
Eessa Kalantari,عيسي کلانتري
Effat,عفت
effect,معلول
effect,موجب
effect,اثر
effect,تاثير
effect,معلول
effecter,اثرکننده
effecter,مجري
effective,مؤثر
effective,نتيجه بخش
effective,قابل اجرا
effective,اثر بخش
effective,کارگر
effective,موثر
effective,مثمر
effective,سريع الاثر
effective,کاري
effective time,مدت موثر
effects,آثار
effeminate,مخن
effeminate,مخن
effeminate,زن صفت
efferent,بيرون بر
efferent,وابر
efferent,وابر
effervescent,گازدار
effervesece,گاز دادن
efficacious,موثر
efficacity,درجه تاثير
efficacy,درجه تاثير
efficiency,کارآيي
efficiency,راندمان
efficiency,بهره وري
efficiency,بازده
efficiency,جربزه
efficiency,کارايي
efficient,کارآنه
efficient,پرکار
efficient,کارا
effigy,پيکرک
effigy,تمثال
effloresce,شوره کردن
efflorescence,شوره زني
effluent,منتشر شونده
effluent,نهر فرعي
effluent,فاضل آب
effluvium,پخش بخارج
efflux,انتشار بخارج
effort,تقلا
effort,کوشش
effort,سعي
effort,دست و پا
effort,اهتمام
effort,اقدام
effort,تلاش
effort,دوندگي
effort,جهد
effortlessly,براحتي
effortlessness,راحتي
efforts,مساعي
effusion,جريان بزور
effusion,نشد
egg,خايه
egg,تخم مرغ
egg,تخممرغ
egg,تخم
egg yolk,زرده
egg-laying,تخمگذار
egg-laying,تخم کن
eggplant,بادنجان
eggwhite,سفيده
Eghbal,اقبال
egocentric,خودمدار
egoism,خودخواهي
egoism,خودپرستي
egoism,منم
egoistic,خودپرست
egoistic,خودخواه
egoistic,خودخواهانه
egoistic,خودخواهانه
egypt,کشور مصر
Egypt,مصر
Egyptian,مصري
Egyptian-born,مصري الاصل
Egyptian-born,مصري الاصل
Egyptologist,مصرشناس
egyptology,مصرشناسي
Ehsan,احسان
Ehsanollah,احسانالله
Ehteram,احترام
eiderdown,پرقو
Eiffel Tower,ايفل
eight,هشت
eight,ثامن
eight hundred,هشتصد
eighteen,هجده
eighth,يک هشتم
eighth,اکتاو
eightieth,يک هشتادم
eightly,ثامنا
eighty,هشتاد
Einstein,انيشتين
